GroupAcc,GroupDon,wHB,cHBT,Opt.,Comment
CH2OH,CH2OH,5.40263853049017,0.5859911039996998,true,
H2O,CH2OH,2.5196365827868825,-0.8611340939966707,true,
CH2OH,H2O,2.769001582989104,-0.9984331426723799,true,
H2O,H2O,0.5912402942326263,-0.26393579585480365,true,
