GroupAcc,GroupDon,wHB,cHBT,Opt.,Comment
CH2OH,CH2OH,2.251502680558453,0.8779953425744693,true,
H2O,CH2OH,5.2019292681504306,-0.3469943611676073,true,
CH2OH,H2O,1.8554910178479083,-0.5203549797388232,true,
H2O,H2O,4.215250004320888,-0.491202818580613,true,
