GroupAcc,GroupDon,wHB,cHBT,Opt.,Comment
CH2OH,CH2OH,7.07750708798783,0.5589258872558907,true,
H2O,CH2OH,6.8929514582343145,-0.03164951270512839,true,
CH2OH,H2O,3.527464287275787,0.24042693364645262,true,
H2O,H2O,3.9872264438980447,0.11447329403644813,true,
