GroupAcc,GroupDon,wHB,cHBT,Opt.,Comment
CH2OH,CH2OH,2.204864734151175,0.03578827183505329,true,
H2O,CH2OH,2.1329770135948154,-0.5931850103106164,true,
CH2OH,H2O,2.00843914239975,0.0013325148951119914,true,
H2O,H2O,2.584360465315795,0.813042339048583,true,
